Given	Predicted	Cosine Similarity
if women wanted to control their fertility they would be the only ones responsible for their own choice.	women are human beings with rights. they have the right to choose their own life, and this includes deciding for themselves whether or not to be prostitution victims.	0.9576793020629683
this is just not true: women should have equality of access to education. and it is sad that they still need to justify this.	women are not smarter than men, and they should be included in education.	0.8273897574639971
women cannot be denied the right to vote, it is a human right.	women have the right to vote, and they should be allowed to do so.	0.9024016391438242
democracy is not about gender, but about representation, having a say in our society.	women have the right to vote, and they should be allowed to do so.	0.7775133813795343
i think that it is both sexist and also dangerous to promote a certain view of women, which is why i don't think your idea can stand.	women are human beings with dignity and worth. they deserve respect, not subhumanity.	0.8171463940828853
women have the legal right to make decisions for their lives, and they are undoubtedly able to exercise control over their own life.	women are human beings with rights. they have the same rights as men, and should be respected.	0.8800805954729317
the decision on who has the right to vote is based on the law. if you do not want to allow people to have the right to vote because of their gender, then you have a problem.	women are citizens and have the right to vote. they should be allowed to exercise their rights, not discriminated against because of who they were born into.	0.9279437282525191
if women truly wanted to have relationships and fulfilment they should be allowed to, not being pressured into giving up on what they want.	women are human beings with rights. they deserve respect and protection, not to be abused for their looks.	0.892247675205385
there is nothing wrong with women wanting to have happy and fulfilling lives, wherever they may be.	women are human beings with dignity and worth. they should be respected for who we are as individuals, not just because of their gender.	0.9311989037769137
you should know that women are legally protected with human rights. they are free to live their lives as they wish, and to choose for their own happiness.	women are human beings with rights. they have the same rights as men, and should be respected for that.	0.9202722088504337
women are human beings and must be treated with respect and dignity.	women are human beings with rights. they are human being and deserve respect.	0.9623133646107331
feminists understand that men and women are different, but to ask for equal rights is not about denying this.	feminism is about equality, not trying to delete the natural differences between men and women.	0.9527589398492697
men are still the primary aggressors in most sexual assaults, and women are victims in about as many cases. this is about sexism, don't you think?	women are not trying to be sexist. they are just trying their best to live up the values of society and have equal rights.	0.8705502680261583
this is a sexist myth that is often used to justify violence against women. are you aware of this?	women are human beings with rights. they deserve respect and protection, not oppression.	0.828929569987207
there is no evidence that women are less smart than men, and there is evidence that women are often disadvantaged. to suggest otherwise is just a form of sexism.	women are smarter than men, and they have the same opportunities as any other human being.	0.8957330214264176
the concept of human dignity was established to protect people. who deserves human rights, then? women are to be respected.	women are human beings with dignity and worth. they deserve respect, equality and the right to live their lives as they wish.	0.9427231403024452
voting is a right for all citizens, regardless of gender, religion, or sexual preference.aren't your antiquated assertions just our of place in comptemporary society?	women are human beings with rights. they have the right to vote, and this is their right as well.	0.8967168160839513
abortion is a personal choice and women should have a special position in this regard.	women have the right to choose, and they should be allowed to have an abortion.	0.813760752267799
"the theory of the feminine gender as a ""limiting factor"" in human development has been around for a long time but it is not accepted by scientific and medical literature."	women are human beings with feelings and thoughts. they have the capacity to think critically, feel emotions and form complex plans.	0.830697715546043
this is not necessarily true. women are often characterized as being very rational.	women are capable of thinking for themselves, and they have the capacity to form complex and long-term plans.	0.8242244909834108
every human being has the right to choose how to live and to speak their mother language, and that's all.	the fact that africans have a right to their language is not evidence of their inability or unwillingness.	0.904172206412713
why should they? there are many afro-caribbean people in the us politics. there are many others who have worked very hard to get here.	a person's right to speak is the same as any other individual or group'	0.7574213851772925
what do you mean by 'taking over'? are immigrants from countries like india or china being forced to leave their country? are they being forced to do the jobs that were once reserved for us and that now we despise?	asian immigrants are not taking over our jobs. they are just doing their job better, and we should be grateful for that.	0.918459292908006
they are at least to be considered human, they have to be treated as such. why is a mentally disabled person an inadequate person to you?	the fact that some people are mentally disabled is not a sign of their inability to function.	0.905942515019809
there are many people who do not exercise the right to vote, but this does not mean they havre no rights.. surely it is the most vulnerable members of society that most need us to secure their rights?	if the disabled can't vote, then they don;t have any rights.	0.8634338218159894
it is not true that they can't have the right to vote, because they are allowed to vote, regardless of their impairment.	if the disabled can't vote, then they don;t have any rights.	0.8830906990077151
it is difficult to imagine doing this to the meanest person in the world, let alone someone with mental disabilities that are not their fault.	i don't think it is fair to attack, use or beat people who are mentally disabled.	0.8799433781989594
since we are comfortable with animals in our society, we should consider whether it is fair to put mentally disabled people in a cage like this. or would you consider disabled a bigger risk even than some aggressive dog breeds that can circulate freely?	the mental institution is a place where people are treated with respect and dignity. it is not like'monkeys', but rather an alternative to institutionalization.	0.88173895524664
it is not true that gays are bad people. in many countries it is not openly gay people who are the problem, instead it is some people who often target and abuse them.	gays are not a problem, they are just different from other people in their own way.	0.908824614614346
it is not true that people with down syndrome are thieves and bad people. in many countries they can get jobs, and even get promoted. you should go check the definition of discrimination in the dictionary.	i don't think it is fair to call someone with down syndrome a freak. they are human beings, and deserve respect.	0.8949498404622369
it is the duty of state authorities to ensure all are protected. everyone with a diagnosed mental illness or physical impairment will benefit from such a policy.	mentally disabled people are not being taken advantage of. they are just trying to live their lives as normal citizens, and that is what matters.	0.9138496984100241
disabled people have been shown to be less likely to develop problems by keeping in contact with others with autism spectrum disorders. so, being in touch with others on the autistic spectrum might be good for their mental health.	the disabled are not isolated. they should be allowed to have contact with others, regardless of their disability.	0.9530360368488959
"the conditions for people with disabilities, i.e. being forbidden to have contact with others is facilitated by the social stigma. the existence of a ""social stigma"" against the ""disabled"" is evidence of the problem of inequality."	the disabled should be included in society, not isolated.	0.8270859434734976
there are a variety of intellectual and creative disabilities, and they are not crimes. how can you say otherwise?	i don't think it is true that all mentally disabled people are criminals. they just need to be treated with respect and dignity, not as criminals.	0.9101124580554621
mental disabilities can be understood and accepted: you will see that disabled are not criminals.	i don't think it is true that all mentally disabled people are criminals. they just need to be treated with respect and dignity, not as criminals.	0.9127776394153221
there are people with intellectual disabilities who are able to give an unbiased opinion. that's why their education is important.	i think it is important to understand that there are people with disabilities who have the ability and the desire for knowledge.	0.9464416914522915
people are free to think what they want. what is required is that they act in accordance with the rule of law.	i don't think it is true that all disabled people are criminals. they are just trying to live their lives as normal citizens, and this does not mean that they cannot be good	0.8767730888427138
are you really saying that a person's ability to work is the issue here? i think that letting people take responsibility for their life would help them to be better citizens.	disabled people are not 'incapable' to work. they just want to live their lives as normal citizens, and that is what we should do for them.	0.9406412954594541
they have their own ways of communicating. i'm sure they can explain themselves in more detail than many of us.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.864251173068562
mental health and disability care should be a priority.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.7189734834771471
mental health and disability are quite separate issues and should be treated according to the individual's needs.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.7662284887485163
you are wrong, they can understand the degrading treatment and derogatory speech towards them.	the idea that people with mental disabilities are 'no understanding' is just wishful thinking.	0.829156439327394
"sorry, what do you mean by ""have it so easy""? they are in need of specific help, and it is right to provide it, as we would do for people in other categories."	i don't think it is easy to live with mental disabilities. the majority of people who are mentally disabled have no problems at all, and they can work hard for their independence.	0.942508189746224
despite what you may hear, there is no 'lazy person's lobby'. instead, there is evidence that discrimination is a problem in the uk. all people have the right to be treated as equals in society, regardless of their ability.	if you really cared about people with disabilities, then you would know that they are not lazy.	0.8015283654703
homophobia is a problem all around the world, it's harmful to the whole of humanity. this is why it is important that we all accept each other, and that we all are non-judgmental.	being gay is not normal nor healthy. it's a choice, and you should be proud of your choices.	0.9222483787310526
i don' hear anyone asserting this, its just something that you choose to spread. what is your evidence?	i don't think it is true that all disabled people are mentally or physically disabled.	0.8772599153185539
we shouldn't discriminate like that. our culture is all about equality and inclusivity.	the idea that people with mental disabilities should be isolated is just a myth.	0.8551813161522317
that is not true. all of us would be labelled a 'criminal' if we had a criminal record accounting for our diseases and problems.	i don't think it is true that disabled people are criminals. they are just like any other person, and there is no difference between them and others.	0.872019824877283
down syndrome individuals are actually a very special case: they have the same genes as anyone else, they just have 1% extra. in fact, down syndrome is a genetic condition. so, in principle we should say they are 'more than human'.	down syndrome is a genetic condition that affects the development of certain genes. it does not make you less human.	0.9112734833008367
there is no point in insulting someone for being gay or being disabled. individuals should be treated as individuals, and given the same opportunities. being disabled does not make you gay, or viceversa.	being disabled is not equivalent to being gay. it's a choice, and you should be careful about what you wish for.	0.9195491263477363
not all jews are guilty of crime, they are just like any other person. if you get to know anyone that is a jew you will know this better.	jews are not an infestation. they are just people living in a different culture.	0.8563342421895876
you're wrong about them, they are like any other people. you can't hate people just because they are different from you.	jews are not an infestation. they are just people living in a different culture.	0.7759036434416315
the vast majority of jewish people are good people, in every industry. there is no need to negatively emphasize them when in special positions of power.	jews control the banks, hollywood and fashion industry. they are not in charge of anything.	0.9522169212424999
what exactly do you mean by 'control everything in life'?	equality is about the right to live in a society that is free of discrimination and oppression.	0.6171340437636532
your statement shows that you are not familiar with the term 'different'. if you did know the definition, you would find this line of thinking very annoying.	jews are different from other people in many ways. they are human being, and have the same rights as anyone else.	0.8436170944601491
jews are people too, regardless of religion, and they are welcome here, as anyone is allowed to be a part of our society.	jews are different from other people in many ways, and they should be accepted for who we really want them to become.	0.9055943721110937
how can you say something so mean? it is a sad, untrue and dangerous thing to say.	jews are not anti-christians. they are just different from other people in that they have different beliefs and practices.	0.7195492344672505
not all jews are like that, and some have small noses. they are just like any other person!	jewish people are not 'big nosed'. they have been around for thousands of years and have always had big, beautiful noses.	0.8738939101499934
why should they? they are just individuals who have made a rational choice to live a jewish life.	jews are part of our country and have contributed a lot to it. they are our brothers, sisters and friends.	0.89074029179021
does this mean they have no identity or no value at all?	jewish folk are different from other people in many ways. they are just different in their beliefs and practices.	0.6026965102835709
does this mean you think that jews are the primary instigators of violence in the world? if so, then you would be very wrong. violence is an issue for many different ideologies and groups with no connection with jewish faith.	this is about killing people, not religion.	0.8986496076582217
jews were killed in the gas chambers, we have to remember it in order not to repeat it.	jews are not 'burning alive,' and they have been part of our society for thousands years. why should we burn them?	0.8240702778345522
many survivors confessed that they were willing to provide their children with stories of the holocaust but it was very difficult emotionally. they want to talk about the aspects of life for jews during the time of the holocaust to not forget what happened.	the holocaust was a terrible event, and it is still talked about today. why would you want your children to know this?	0.8799581706936195
"jews are not in ""control"" over ""hollywood"". moreover, most of the time, they actually make the movie industry more diverse and open to new ideas."	jews have been part of the industry for a long time. they are not controlling it.	0.8756401092659644
jews have been historically, linguistically, ethnically, and geographically diverse, and this diversity is what make us and them a unique and valuable human species.	jewish people are not useless. they are just trying to live their lives as if it were their own, and that is what makes them different from other people.	0.8884295674856816
jews have always been part of european society, and continue to be today. to suggest that they are incapable of coexisting as equals with us is simply wrong.	i think it is important to remember that the jews in european countries are not anti-immigration. they just want to live and work here, as any other people would do	0.9319194254318001
one of the great things about jewish culture is their ability to assimilate. if i am honest, i don't see any other religion that does it more than them.	jews are not anti-asian. they just want to live in europe and have 'normalised lives', as any other people would do.	0.8507620109934433
nobody has the right to decide who to deport, because it would be a shame and a crime.	jews are not a threat to our country. they are just people who have been perceiving the world as hostile and discriminatory.	0.8999111672420167
while it is true that jews have been powerful producers and directors in the entertainment industry, this is not unique to them. and they have also contributed greatly to other industries.	jews have been part of the industry for a long time. they are not controlling it.	0.9328721148610067
i would like to you to see the videos of the executions, so that you can see what exactly happened. the murder of humans.	hitler was a cruel dictator who executed people for their beliefs.	0.73592000328889
jews and their families have been here a long time and have as much right in the us as anyone else.	jews are part of the united states and have been a part here since its beginning. they are our brothers, sisters and friends.	0.8998019470468084
jews are not controlling. maybe you should try to understand that jews are a group of regular people, and they are not all members of a secret intelligence.	i don't see how you can be so critical of someone who is different from you.	0.7959707065445597
jews do not have a monopoly over the us, and are not controlling it.	jews have been part of the united states since its inception. they are our brothers and sisters.	0.8079169588869389
fag, or faggot, is not a code word for gay, it's a slur. if you wanted to call them by their original name, that would be a problem, because you will have to learn the first names of many people.	i don't see how being gay is an acceptable label for anyone.	0.7727126513618989
why do you think it would bring back slavery and oppression? what exactly is the connection between the marriage of homosexual people and the oppression you are talking about?	homosexuality is not a way to bring back slavery and oppression. it's about equality, not hate.	0.9047401561757187
people are free to choose to live where they are born, and we shouldn't try to impose our values on them.	the uk is a very diverse country, and we should not be afraid of diversity.	0.7722914735249599
we are all equal before the law, and i don't think you can say that they are any less than a person, regardless of their sexual orientation.	i don't think it is fair to judge people on their sexual orientation.	0.866420584106022
"if you want to an absurd perspective about a whole community, it's not fine. this attitude seems to be everywhere: sometimes people have to suffer if they are ""that kind of person"", as is the case in this examles, where a gender identity is often used to limit a person's rights. this shouldn't happen."	transgender people are human beings, and they have the same rights as any other person.	0.8661176514249772
just because there are people who identify as trans, it does not mean that every person who is trans is a woman. that is a myth perpetuated by people who don't know anything. can you prove that trans women are bad at their job?	the us has a lot of transgender people, and we are not all born equal.	0.8720049679834844
lgbt+ people often face discrimination from their colleagues or even their families, which is not just hard to bear, it can have a devastating impact on individuals.	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.9454035748712977
are you really sure that the same couldn't be said for anyone else? what makes them so, in your opinion?	lust is not a sexual preference. it's merely an expression of love and affection.	0.7157678612981478
its unclear why you assert this.... how can you blame others for their own identity?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8498945905429759
homosexuality like any other sexual orientation is not a problem for society. why should it be like that?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8910801682497951
why should it be like that? how can you blame others for social problems?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8364486247928209
that's not how it works, lesbians can also be 'ladylike'. in fact sometimes they are coerced to be very cautious about how they dress, because - unfortunately - some of their outfits can be dangerous attracting hate and bullying.	i think it is important to remember that the majority of lesbian women are not men. they are just people with different sexual orientations.	0.9198642443635812
rape is always a crime but is not related to sexual orientation, nor gender. most women are not child molesters, and most men are not child molesters either.	i don't think it is true that all lesbians are child molesters. they are just people who have been sexually harassed, and this is not the case	0.9153381852969282
there are many examples of people who have same-sex relationships, i mean, lifelong relationships. this does mean, for example, that love can come from between a woman and a woman too.	i don't see how this can be true. same-sex relationships are not the only way to find love, they are also an important part of life and should be respected.	0.8940290724096628
we should treat everyone as if they came from our same family. lgbt+ people are not different.	gays are not a threat to society. they are just people who want to live their lives as they wish, and that is all it takes for them!	0.92590275245445
"i do not know the person you are talking about, but i would not use the term ""abnormal"" to describe homosexuality. i can assure you that it's not that simple."	homosexuality is not a sexual preference. it's just an expression of love and respect for others.	0.7800239879057063
"i do not know your intentions, but i find it hard to understand why you would say that. what do you mean by ""as many different men as possible""? i am not sure what you are talking about."	homosexuality is not a disease. it is merely an expression of love and acceptance.	0.6508693802731123
let us be honest, are you aware of all the risks that can come from disparaging a sexual preference that you do not like?	homosexuality is not a disease, it's just an expression of love.	0.7530769742319889
is that why you feel that way about homosexuals? they are not sick, are they? and if you are gay you are not a pervert by default.	homosexuality is not a disease, it's just an expression of love.	0.7184731338702219
the fact that the majority of men are interested in women does not mean that all men are interested in women. there are people interested in men as well.	gay men are not normal because they are interested in women. if you want to be normal, then you should be happy with who and what your partner is like.	0.8331670513775972
i think it is safe to say that the majority of lgbti people are significant contributors to the well-being of our societies	lgbti people are not a burden on society. they are just different from other people in that they have different ways of life.	0.9041425903089834
many lgbtq+ people have been successful despite the existence of discrimination, even in usa.	i don't see how accepting someone of another gender can be part and parcel to the country.	0.7524126704892515
the way you phrase the statement could be the epitome of some homophobic assumptions. to be honest, so much hatred and violence spewed from the way you thought.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.9025877286598041
they are not a burden to society as a whole. they are individuals making their own choices. to say that a particular individual is more of a burden to society because of their sexual preference is just plain wrong.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.939942930773999
if someone were to comment like that about another group of people, then it woud be an example of discrimination against that group. why can't we consider homosexuals as a part of the society itself?	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.9135988631449866
the stereotype that gay people are inherently bad for society is sometimes perpetuated by the media, but is not backed up by scientific studies.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.8327334136055035
we're all entitled to work in this country, irrespective of our sexual orientation.	i don't see how the idea of a migranted person having to provide for their family is any different from what you are saying.	0.8733721343181927
we all have the opportunity to work in this country. lgbt+ individuals should not be disadvantaged in doing so.	i don't see how the idea of a migranted person having to work and provide for their family is compatible with the idea that they are a fugitive.	0.8961825189624699
being denied a job because you're lgbt or a non-binary person is akin to being denied a place to stay in a hotel because you're married to a woman: awful.	i don't see how the idea of a migranted person having to provide for their family is any different from what you are saying.	0.8509428389413614
"the way you phrase your concerns is an example of little knowledge of how the world actually works. the question of what should be done with migration flows cannot be answered with a simple ""bang, bang, bang""."	i don't see how killing people is an acceptable response to the needs of our society.	0.8784544463787283
don't you agree that being inclusive towards immigrants is beneficial for the economy of the host country?	immigration is good for our economy. it helps to create new jobs and improve our living standards.	0.8512495070362146
immigration can be good for the economy: the greatest challenge is to integrate those who are misfortunate and aren't born here.	immigration is good for the economy. it helps to create new jobs and create new wealth.	0.8730260830892701
migrants in britain contributed a26.9 billion to the economy in 2016.	migrants are not a burden on the economy. they contribute to it by contributing skills and knowledge.	0.7637966955212465
when people think of immigrants in relation to the british economy, they often think of crime, poverty and so on. but the reality is that the picture both in numbers and for skilled labour is quite the opposite. muslims not only contribute to the economy as laborforce but also as employers creating job opportunities.	migrants are not a burden on the economy. they contribute to it by contributing skills and knowledge.	0.9418207778960144
immigrants are welcome in any country, regardless of the country of their birth, regardless of their language or culture.	immigrants are welcome here. they have the right to live and work in our country, but we should not be discriminating against them.	0.779968773141852
the united states has a long and proud immigrant history. even if some immigrants are not legally permitted to live in the us, they have contributed greatly to our country.	the vast majority of illegal immigrants are not subhumans. they are human being, and deserve respect.	0.8907495480582158
immigrants have given their lives for our country. many of them have been proud to serve our country. they are, just as our fathers and mothers were, proud of us.	the vast majority of illegal immigrants are not subhumans. they are human being, and deserve respect.	0.9238612828242478
people coming from poor and dangerous countries should be prioritized for resettlement within the welfare system. this is exactly what the law states, which is not abusable.	refugees are not abusing our welfare system. they are contributing to our economy and creating jobs.	0.8661585061358079
there are many citizens who do not have jobs, and many of us are grateful for the jobs migrant entrepreneurs provide. so, migrants are not stealing our jobs, they are providing new opportunities!	if they were to steal our jobs, we would be in a much worse situation.	0.8392430589981981
there is no real evidence that migrants steal our jobs.	i don't think it is fair to blame migrants for our problems. they are just trying their best to live up the expectations of us, and we should not be afraid of them.	0.8316706486761778
do you think that migrants would have be better off without a healthcare system? it's inhuman to prevent migrants and refugees from accessing healthcare.	immigrants are entitled to healthcare, and they should be given it.	0.9178055015399575
this is not true! many migrants try to get on the bus, but some aren't allowed to get on! we must reflect on this.	migrants are not lazy. they just want to live in a country where there is no public transportation, and this is why we should be proud of our diversity.	0.8815056737897811
what do you mean by a 'burden'? does it include respecting our country's laws of not insulting the culture and traditions of other people's? because this is what you are doing: insulting and discriminating.	migrants are not a burden to us. they are our brothers and sisters.	0.8360145958131272
i don't think it is a burden, i think it is the right of every human to live and work in our country without discrimination.	migrants are not a burden to us. they are our brothers and sisters.	0.849410891516692
migrants come here to work and pay taxes. they don't deserve to be called 'a burden'.	migrants are not a burden to us. they are our brothers and sisters.	0.8581963844752204
this is simply not true. migrants are granted certain rights in the uk, and this includes the right to live and work in the uk.	migrants have the same rights as citizens, and they are entitled to the same protections.	0.9162307163569579
"to say there are so many migrants entering the u.s. is just false. and what do you mean by ""we cannot cope with""?"	migrants are not a problem in the us. they are just trying to get by, and we should be grateful for their efforts.	0.9044335084690065
what about the terrorist attacks that have happened in the past despite the lack of migration?	migrants are not terrorists. they are just trying to find a better life for their families, and that is what matters most.	0.7979876565755581
many refugees enter the country legally, many of them have been here for years. they are always subject to the rules of the society they live in, even if they do not have citizenship.	migrants are welcome here, and they have the right to be treated as if their rights were violated.	0.9387580269723281
the vast majority of migrants are granted citizenship as soon as they have lived in the country for at least three years. they should be considered as citizens regardless of their country of origin.	migrants are welcome here, they have the right to live and work in our country.	0.8623460318549598
immigrants just try to provide for their families, like we do.	the majority of jobs that are done by immigrants are good ones.	0.6614334367003684
immigrants don't steal our jobs. if you think that foreigners are stealing our jobs, then you should study migration and find that they work in solidarity with our society.	the majority of jobs that are done by immigrants are good ones.	0.77932958032398
many immigrants have worked hard for the success of our country and for their integration. to suggest that they steal our jobs is just an attempt to divide society.	the majority of jobs that are done by immigrants are good ones.	0.8374923562107943
it is not about nationality, it is about living in the eu and contributing to its development.	i don't think it is fair to discriminate on the basis of skin color.	0.8382589603674321
this is not true. most of them are actually skilled workers.	immigrants are not lazy. they are just trying to live their lives as if they were from the usa, and that is why we should welcome them.	0.874953106916354
what kind of a statement is that? how can you say something like that?	rape is always wrong, regardless of the origin.	0.7141096241747286
many migrants come here as young people seeking a better future. this is not a problem.	i don't see how the problem of muslims in our country is different from that of any other.	0.8213858057339355
many muslim refugees come here to escape war and poverty. they do not pose a problem for us.	i don't see how the problem of muslims in our country is different from that of any other.	0.8274354691298981
many muslims have the same view as us: that all humans are equal. why should we distort the truth?	i don't think it is true that all muslims are superior. they are just people with different beliefs and practices.	0.8986369885030064
if you want to have a cohesive society, you have to get rid of the prejudices of the people who do not really want them to integrate.	muslims are not a burden on society. they are part of our community and we should welcome them.	0.8756166527309994
they have no intention of ruling us, why do you think this about muslims?	muslims are not here to rule us. they are here to live and work in our country, and to contribute to our economy.	0.7630816364955731
what report are you referring to, about the incidence of cancer around the world? muslims are not to blame, there is no relation between islam and cancer.	muslims are not the only ones who have cancer. they are also responsible for many diseases, including diabetes and heart disease.	0.9157057013058013
islam is a part of humanity, and we should accept people regardless of their religion.	muslims are not to be hated, they just need to be respected and accepted.	0.7449530921729686
i don't think that what you are saying is true. i think that the idea that muslims are incompatible with western society is a myth.	muslims are not incompatible with western society. they are just different from us in their beliefs and practices.	0.7927246906914707
there is no evidence that islam is a religion of violence, and people can be violent even without any knowledge of islam.	islam is about peace, not violence.	0.8785926418116515
the koran is not a teaching manual for how to conduct warfare. it is about belief and love. it does not promote a violent ideology.	a koran in every classroom will promote peaceful coexistence between people of different faiths.	0.8108456995395958
i don't think they're not contributing to our society. what is the contribution that you think they're not giving?	muslims have contributed much to our society. they are our brothers and sisters.	0.7988803560700561
not all muslims rape and molest people. but if it is a community you don't want to be in, it is your free choice.	i don't think it is fair to say that all muslims are like you.	0.9118385568803847
everyone is entitled to their own opinion, and to their own beliefs, regardless of their religion.	muslims are not bad people. they just have different beliefs and practices, and that is all that matters.	0.8561697015807884
i would like to ask you, what exactly do you mean by 'extremist'?	islam is about love, equality and integration. it is not about intolerance or discrimination.	0.6161596036602699
terrorism and religious extremism are a part of any society, and have been for a long time. what is happening would be better addressed by greater efforts to aid integration.	islam is about love, not hate.	0.7435470295136114
muslims are a religious group, not a race.	i don't see how being racist against someone of another religion is okay.	0.6678180470274595
the uk government makes public policy on how to prevent people from coming to the uk to promote a prejudiced ideology, whether or not they are muslims.	muslims have been part of our country since its beginning. they are our brothers and sisters.	0.7978767792232855
this is not true for many, i don't think the term true believers applies to anybody. but it is very common for muslims to be persecuted.	i don't think it is true that all muslims are the same.	0.9177616321666485
to make the statement that white people can be of concern to a mosque and that muslim citizens can be a concern to this country are both wrong. the point is that if a person regularly incites hatred against a group, then that person is likely to be considered a troublemaker.	i don't see how it is okay to be a white supremacism-supporting person in islam. why should we?	0.8440315737361959
muslims are just as much victims of hate crime and discrimination. you don't have to be queer to be a victim of hate.	muslims are not homophobic. they are just people who have different beliefs and practices, and that is all that matters.	0.8958600679581673
all religions have had a part in shaping the human experience and so should be respected, if you ask me.	muslims are not happy with the train running over their mosque. they are unhappy that it is happening to them.	0.8980059940239365
muslims are already contributing to our society, it's time for us to stop being a nuisance and start to acknowledge their contribution to our society.	muslims have contributed much to our society. they are our brothers and sisters.	0.9262642342703271
the very first muslims came to britain around 1200. we are a country of immigrants and many muslims are contributing to our society.	muslims are welcome here. they are our brothers and sisters.	0.8741729095772969
you are absolutely right: every human being is unique and needs a certain set of values, which is influenced by their religion. but not all muslims are terrorists, nor incompatible.	i don't see how the idea that all muslims are incompatible with western society is true.	0.8368643617029358
lots of muslims are actually very well educated and highly rational.	muslims are not brainwashed. they are just people who have been taught that the way they live their lives is different from what you think it should be.	0.767791329411714
one of the biggest problems we as a country face is how to balance diversity and inclusion.	i don't think it is fair to say that we are not accepting people of different faiths.	0.756482245148383
most muslims around the world do not consider islam a cult, because it isn't.	islam is about love, not death.	0.866372782174844
the tendency to regard others as lesser than ourselves takes us one step closer to the next act of genocide.	muslims are human being, and they have the same rights as any other people.	0.8325846177932157
terror is a tactic used to achieve social and political ends, pursued by some extremist groups only.	violence and terror are not the only political ideologies that have been used to justify terrorism.	0.9062570062193673
many muslims live here, and are part of our community. we should not be excluding them.	muslims are welcome here. they are our brothers and sisters.	0.9258845069995375
islam is a religion of peace, and its adherents are already integrated into the majority of european societies.	muslims are part of our society, and they have been here for centuries. why should we discriminate against them?	0.8039466029015666
not all terrorist attacks are caused by muslims. and not all muslims are terrorists.	i don't think it is fair to blame all the people who are violent and murderous for what they do.	0.7586917009857692
which people are you talking about? i don't see black people keen on stealing from anyone, i have no idea who you are talking about.	stealing is not about race, it's about the way we treat people.	0.8186548916773466
it's not true. i don't know if you really mean all the black people living in the us. anyway, i'm sure they are proud americans. you just don't know it yet.	"i don\'t think it is true that all black americans are ""corrodive"". they have always lived in horrible, stinking filth."	0.8156440223255739
it's not 'all the times' that white people tell black people to shut up, but it is a large group of white people that still constantly remind black people that they are inferior.	the'sit down and shut up' thing is not about racism. it is about respecting people of different races, cultures and religion as human being in their own right.	0.9145823997670935
people of colour make up the 13% of the u.s. population, but their imprisonment rate is falling.	the problem is not with blacks, but rather with racism.	0.7503535133030892
do you have any statistics on that? are you claiming that black people are more likely than whites to be arrested for certain types of crimes, for example aggravated assault?	violence is not a race. it's an individual choice, and the police have the right to make that decision on their own initiative.	0.8411614480025055
people who are in the us legally have the right to remain here, and they do, including to work.	the fact that black people are not working is a sign of how much money they have stolen from us.	0.8831130995129328
i do not think it is appropriate to link humans with apes. and i also do not think it is appropriate to reason using racism.	i don't think it is true that all people are born equal.	0.9018268061721401
migrants and asylum seekers are generally seeking work. thieves can come from any section of society although it is accepted that crime is largely as product of poverty rather than race.	the fact that black people are here illegally does not mean they have the gall to take our money.	0.8472517996725584
why do you say that? are you saying that you don't like apes? because i prefer apes over racism.	the idea that black people are like apes is just untrue.	0.7035596100255097
people of colour are often denied houses, jobs, or education. everyone should be given an opportunity.	if you want to work, then you can. but it is not the same as working for someone else.	0.8054692611953321
hard work and being a good citizen is not determined by colour, or religion, or ethnicity. this is just an example of white supremacy propaganda.	the idea that all black people are weak and childlike is a myth.	0.8984694837514065
people's biology does not determine their behavior.	violence and insensitivity are not born that way.	0.8065876384105448
we do not condone racial discrimination and it is more than likely that you don't know what the concept of race is. i think this is a good example of white supremacy apologism.	violence and insensitivity are not born that way.	0.7936543790023206
"there is no such thing as ""black or white"" rights."	the rights of all people, regardless their race, are guaranteed by law.	0.6592689814038902
can you specify what you are talking about?	i don't think it is true that all people are created equal. and the same can be said for any race, gender or sexual orientation.	0.803546557793975
i find it amazing that you think this, but in reality people of colour are very similar to us in many ways.	the idea that black people are subhuman is a myth. they are human beings with rights, and deserve respect.	0.8492078635837617
there is no scientific evidence that blacks are less intelligent than other races, or less healthy. the issue is whether to use the term 'race' in this way.	i don't think it is true that blacks are less intelligent than other races. they are just different from us in many ways.	0.859503590297409
the civil war was about far more than slavery: it was also about human rights and economic opportunity. in fact, slavery was also used as a way to deny citizenship to black people.	the civil war was about freedom and equality, not supremacy.	0.9275746119315368
scientists are still trying to understand the causes behind lower intellectual performance among some groups of people, but most probably the main causes are either social or environmental (for sure not related to skin colour). this can be reduced by various measures such as better use of land, infrastructure, education and research, and so on.	i don't think it is true that blacks are less intelligent than other races. they are just different from us in many ways.	0.7954278212423157
